iMAG,Ag,logSFR22,logMsT,RVel,Ai,logMHI,Dist,surface_brightness_proxy,e_logMsT,e_iMAG
-21.32,1.04,-0.66,10.46,4774,0.62,9.42,66.0,-20.30633722972959,0.11,0.17
-19.93,0.73,-0.83,9.57,5460,0.42,9.47,53.2,-19.018392216030225,0.22,0.47
-17.69,0.22,-2.56,8.47,4822,0.1,9.3,67.4,-16.62683066148914,0.1,0.11
-20.69,1.05,-0.23,9.91,4560,0.54,9.75,63.6,-19.23446095036834,0.05,0.09
-22.47,1.41,-0.32,10.79,10083,0.77,10.1,139.4,-21.738325965092947,0.15,0.15
-20.35,0.89,-0.08,9.59,5188,0.47,10.18,72.7,-19.49102573902481,0.13,0.14
-18.6,0.29,-0.57,9.07,4684,0.23,9.39,65.3,-17.56972587293292,0.11,0.13
-21.39,1.11,-0.22,10.29,11942,0.6,10.04,165.8,-20.89287285313709,0.21,0.2
-18.93,0.45,-1.9,9.15,2647,0.27,9.9,35.2,-18.27408933883127,0.24,0.47
-21.67,1.12,-1.79,10.58,5004,0.67,9.36,72.2,-20.72390891069939,0.12,0.17
-21.61,1.19,-0.42,10.52,6254,0.66,9.86,88.2,-20.530543958936153,0.09,0.1
-21.56,1.29,-0.13,10.42,11851,0.68,10.01,164.5,-19.89042656856086,0.03,0.04
-19.64,0.67,-0.84,9.4,4951,0.37,9.58,77.3,-18.871288250630098,0.22,0.45
-21.25,0.86,-0.28,10.54,4861,0.58,10.14,62.2,-20.794196108015115,0.29,0.49
-20.89,0.81,-0.43,10.12,5244,0.51,9.9,58.9,-20.606678286732492,0.35,0.55
-20.14,0.68,-0.09,9.94,5262,0.46,9.17,47.2,-18.918549962953325,0.18,0.42
-22.62,1.54,0.95,10.9,11782,0.82,10.15,163.5,-21.308178677662546,0.06,0.07
-21.47,1.17,-0.58,10.5,4740,0.65,9.44,70.2,-20.17301551646208,0.08,0.15
-21.69,1.24,-0.17,10.52,4555,0.68,10.14,56.2,-20.453259395409734,0.19,0.45
-22.73,1.59,-0.85,11.02,4938,0.84,9.54,66.1,-21.35969647872578,0.19,0.47
-22.41,1.46,-0.13,10.79,5278,0.79,10.09,67.3,-21.188549962953324,0.17,0.41
-17.83,0.14,-1.2,8.59,1957,0.12,8.94,26.8,-17.024791252077215,0.16,0.23
-20.68,0.97,0.11,9.92,5213,0.55,9.58,70.1,-19.169210082866677,0.06,0.14
-21.48,1.22,1.29,10.44,4540,0.67,10.16,65.9,-19.901820557895356,0.06,0.14
-22.62,1.6,0.17,11.0,12008,0.83,9.96,166.7,-21.109210082866678,0.04,0.05
-21.07,0.84,0.03,10.35,5090,0.55,9.8,73.8,-20.614196108015115,0.29,0.49
-19.97,0.87,-0.46,9.46,12196,0.43,10.09,169.4,-18.718061780218775,0.07,0.06
-20.61,1.02,-0.42,9.92,11297,0.53,9.68,156.6,-19.32794093392834,0.06,0.07
-21.51,0.97,0.17,10.5,5281,0.61,10.09,80.9,-21.11749062797584,0.3,0.47
-22.77,1.54,-0.83,11.04,4648,0.84,9.85,65.8,-21.548549962953324,0.09,0.16
-19.31,0.59,-0.57,9.29,5134,0.33,9.34,67.9,-18.451025739024807,0.22,0.46
-19.69,0.59,-1.02,9.54,4533,0.37,9.42,54.2,-19.034089338831272,0.23,0.43
-20.0,0.72,-1.09,9.62,4601,0.42,9.65,71.5,-19.34408933883127,0.24,0.45
-20.35,0.89,-0.19,9.69,5382,0.48,9.65,76.2,-19.238285446846387,0.2,0.47
-22.19,1.39,0.04,10.8,11905,0.75,10.12,165.3,-20.999414552509073,0.07,0.08
-20.58,1.0,-0.57,9.87,11803,0.53,9.99,163.8,-19.238766573713576,0.05,0.06
-22.29,1.49,-0.19,10.8,10377,0.78,10.11,143.8,-20.79290874727824,0.04,0.05
-14.73,0.0,-0.57,7.1,673,0.0,8.48,9.6,-13.433015516462081,0.22,0.52
-22.32,1.43,1.02,10.69,10782,0.77,10.08,149.6,-21.19231095159946,0.08,0.08
-20.31,0.84,-0.73,9.86,4928,0.47,9.5,68.8,-19.346843998023388,0.11,0.13
-18.66,0.34,-0.57,9.0,5416,0.23,9.52,75.8,-17.872973150399915,0.14,0.15
-17.03,0.0,-0.57,8.34,1953,0.0,8.78,26.7,-16.03305970010658,0.13,0.21
-21.89,1.27,0.11,10.48,12645,0.7,10.07,175.9,-20.978392216030226,0.12,0.11
-20.06,0.77,-1.45,9.62,5470,0.43,9.61,69.8,-19.328325965092947,0.22,0.43
-23.05,1.72,0.57,11.06,10165,0.87,10.61,140.6,-21.98683066148914,0.09,0.09
-22.77,1.64,0.47,11.02,14788,0.86,10.3,206.7,-21.191820557895355,0.03,0.03
-19.49,0.53,-1.84,9.54,4856,0.36,9.03,68.5,-18.476337229729587,0.2,0.45
-19.83,0.72,-2.5,9.5,5202,0.41,9.45,72.7,-18.623934626889266,0.09,0.1
-20.38,0.91,-0.03,9.68,4974,0.49,9.58,56.8,-19.268285446846384,0.2,0.45
-20.29,0.76,-0.65,9.8,7304,0.45,9.68,99.7,-19.813449100978374,0.22,0.21
-21.15,1.0,-0.47,10.35,4510,0.58,9.98,53.0,-20.4559206585043,0.24,0.46
-20.42,0.91,-0.35,9.87,5190,0.51,9.44,72.5,-18.96446095036834,0.05,0.07
-21.1,0.83,-0.02,10.32,4908,0.56,9.78,84.7,-20.644196108015116,0.29,0.49
-19.25,0.53,-1.76,9.22,4506,0.32,9.48,62.6,-18.499738518874153,0.15,0.16
-21.74,1.29,-0.1,10.55,6604,0.7,9.94,90.0,-20.229210082866675,0.04,0.06
-19.53,0.57,-1.17,9.51,2675,0.36,9.51,36.7,-18.618392216030227,0.13,0.17
-23.21,1.6,-0.09,11.18,11114,0.88,9.66,154.3,-22.35102573902481,0.13,0.12
-22.11,1.29,0.78,10.78,4638,0.73,10.22,107.7,-21.11305970010658,0.2,0.45
-20.19,0.85,-0.33,9.58,4496,0.46,9.79,72.1,-19.22684399802339,0.2,0.43
-22.8,1.53,0.35,10.97,11738,0.82,10.08,162.9,-22.012973150399915,0.14,0.13
-19.83,0.72,-1.41,9.5,5431,0.41,9.33,76.0,-18.503429372344574,0.09,0.1
-20.38,0.86,-1.25,10.11,4688,0.5,9.86,65.2,-18.736199992708013,0.04,0.08
-21.83,1.13,-0.57,10.68,5467,0.69,9.67,55.5,-20.953357820967074,0.21,0.45
-21.05,1.16,-0.03,9.89,10959,0.59,10.16,152.3,-19.84393462688927,0.07,0.07
-19.65,0.58,-0.85,9.54,5638,0.37,9.2,51.5,-18.97493215696735,0.23,0.43
-21.09,1.1,-0.33,10.19,6299,0.6,10.27,88.8,-19.690960530161444,0.05,0.07
-22.21,1.43,0.2,10.63,13347,0.76,10.01,185.9,-21.019414552509073,0.07,0.07
-22.16,1.38,0.99,10.68,12324,0.74,10.39,171.3,-21.16305970010658,0.1,0.1
-21.67,1.36,-0.1,10.46,11925,0.69,10.1,165.6,-20.118558780687227,0.03,0.05
-18.32,0.28,-1.05,8.83,5280,0.19,9.38,73.7,-17.02301551646208,0.06,0.08
-20.41,0.72,-0.17,9.88,4660,0.46,9.31,70.2,-20.01749062797584,0.3,0.47
-21.5,1.22,-0.57,10.48,11624,0.65,9.97,161.3,-20.293934626889268,0.07,0.07
-21.35,1.07,-0.28,10.34,11681,0.6,10.07,162.1,-20.694089338831272,0.17,0.16
-22.37,1.47,0.12,10.74,14899,0.78,10.45,208.1,-21.258285446846386,0.09,0.08
-20.12,0.88,-0.56,9.48,4832,0.45,9.75,70.1,-19.008285446846386,0.1,0.15
-23.7,1.88,0.2,11.39,4974,0.98,9.28,69.6,-22.358766573713577,0.07,0.14
-21.86,1.2,-0.87,10.64,5029,0.69,8.97,70.1,-20.913908910699387,0.12,0.13
-21.5,1.26,0.05,10.17,14159,0.65,10.47,197.6,-20.356437882402812,0.08,0.08
-22.58,1.55,-0.47,10.98,11642,0.83,10.01,161.6,-20.949187034900774,0.03,0.05
-21.21,1.17,0.15,10.26,5441,0.63,9.94,76.0,-19.502257888233892,0.04,0.07
-21.54,1.1,-0.13,10.51,5052,0.64,9.12,70.1,-20.734791252077216,0.15,0.18
-19.42,0.56,-1.08,9.39,2354,0.35,9.19,34.8,-18.45684399802339,0.21,0.45
-21.65,1.24,0.27,10.51,5495,0.68,9.52,79.8,-20.443934626889266,0.18,0.42
-22.31,1.4,0.66,10.73,11287,0.77,10.23,156.6,-21.24683066148914,0.09,0.09
-21.21,1.08,-0.3,10.24,5482,0.61,8.94,76.6,-20.00393462688927,0.08,0.09
-20.27,0.9,-0.7,9.7,5285,0.49,9.68,73.8,-18.705153922833762,0.04,0.07
-21.5,1.01,-0.04,10.39,12210,0.61,10.32,169.8,-21.086213903806065,0.24,0.23
-21.5,1.12,0.18,10.39,4844,0.64,9.5,85.1,-20.64102573902481,0.22,0.48
-22.88,1.54,0.27,11.04,4777,0.84,10.23,78.3,-21.933908910699387,0.21,0.44
-22.58,1.52,0.14,10.89,11769,0.81,10.05,163.5,-21.38941455250907,0.07,0.07
-19.46,0.65,-1.22,9.39,5446,0.36,9.87,76.1,-18.223259395409734,0.07,0.09
-20.59,0.95,-0.34,9.88,4999,0.53,9.87,69.6,-19.011820557895355,0.04,0.08
-19.96,0.63,-1.05,9.81,4876,0.44,9.15,67.8,-18.490533337744704,0.05,0.09
-20.53,0.75,-0.74,9.92,6044,0.47,9.99,91.6,-20.224455918189378,0.34,0.53
-21.74,1.28,-0.09,10.39,5578,0.66,10.1,87.1,-21.0459206585043,0.24,0.47
-13.5,0.0,-0.57,6.8,2212,0.0,9.38,26.3,-11.869187034900774,0.19,0.46
-18.72,0.4,-0.94,8.98,4367,0.25,9.23,59.7,-17.723059700106578,0.2,0.44
-22.3,1.48,-0.08,10.81,11608,0.78,9.99,161.2,-20.816682886805665,0.04,0.04
-21.5,1.24,-0.16,10.37,9041,0.66,10.25,124.7,-20.08671547737485,0.05,0.06
-22.46,1.35,0.63,10.93,12285,0.78,10.21,170.9,-21.56581388932046,0.12,0.11
-21.25,1.05,1.1,10.4,4660,0.62,9.34,64.7,-20.028549962953324,0.07,0.1
-23.06,1.6,0.47,11.1,14465,0.87,10.4,202.0,-22.013224162854534,0.09,0.09
-19.48,0.66,-0.57,9.28,5666,0.35,10.03,105.7,-18.568392216030226,0.2,0.43
-19.88,0.61,-1.07,9.62,6261,0.39,9.63,88.1,-19.403449100978374,0.22,0.21
-20.09,0.8,0.99,9.6,5521,0.45,9.56,77.1,-18.96231095159946,0.09,0.1
-19.42,0.61,-1.2,9.43,4972,0.36,9.43,69.2,-17.950533337744705,0.05,0.08
-20.01,0.81,-0.66,9.32,5452,0.41,9.62,76.1,-19.492464576539188,0.21,0.2
-20.34,0.93,-0.92,9.82,12297,0.5,9.92,171.0,-18.67042656856086,0.03,0.04
-19.83,0.72,-0.57,9.5,6073,0.41,9.47,85.1,-18.702310951599458,0.09,0.1
-19.83,0.72,-0.57,9.5,-231,0.41,7.62,0.7,-18.702310951599458,0.09,0.1
-20.04,0.55,-0.8,10.03,5839,0.42,9.09,53.7,-19.502221550957636,0.26,0.45
-20.35,0.82,-0.82,9.79,6245,0.47,9.86,89.5,-19.5812882506301,0.22,0.42
-19.71,0.66,-2.07,9.62,5642,0.4,8.96,78.9,-18.105365284569015,0.04,0.06
-18.04,0.19,-0.57,8.84,5201,0.15,9.4,72.5,-16.448557927321122,0.04,0.07
-22.55,1.5,0.13,10.92,12100,0.81,10.27,168.3,-21.34393462688927,0.07,0.07
-20.72,1.03,1.12,10.04,5525,0.55,9.91,77.2,-19.128557927321122,0.04,0.07
-18.34,0.23,-0.57,8.91,5106,0.18,9.19,54.7,-17.842872853137088,0.27,0.45
-22.73,1.57,0.95,10.88,11493,0.83,10.34,159.6,-21.60231095159946,0.08,0.08
-22.78,1.66,0.44,10.99,12313,0.85,10.5,171.3,-21.338466589240017,0.04,0.05
-15.22,0.0,-0.57,7.59,156,0.0,7.84,4.7,-13.893429372344574,0.11,0.24
-22.6,1.48,0.17,10.88,14706,0.79,10.47,205.9,-21.7767406321435,0.14,0.13
-20.77,1.04,-0.29,9.94,5780,0.56,9.56,81.0,-19.35671547737485,0.05,0.08
-15.13,0.0,-0.57,7.43,627,0.0,7.9,8.6,-13.512241894853654,0.23,0.58
-21.09,1.02,-1.8,10.3,5059,0.6,9.22,70.4,-19.734189272936597,0.06,0.09
-22.23,1.35,1.42,10.74,10061,0.74,10.1,139.1,-21.318392216030226,0.12,0.11
-16.83,0.0,-1.68,8.28,5021,0.0,9.26,69.8,-16.006740632143497,0.14,0.15
-22.13,1.45,0.2,10.68,12106,0.75,10.04,168.3,-20.84794093392834,0.06,0.06
-22.5,1.6,0.72,10.6,12244,0.8,10.19,170.4,-21.293934626889268,0.07,0.07
-19.36,0.49,-0.57,9.4,5376,0.33,9.64,75.0,-18.5367406321435,0.14,0.14
-22.83,1.48,-0.3,10.88,12454,0.81,10.52,173.7,-22.193394454066045,0.17,0.17
-13.03,0.0,-2.26,7.03,1982,0.0,9.28,20.6,-11.674189272936594,0.19,0.46
-20.77,0.99,-0.4,10.04,4634,0.55,9.11,56.2,-19.443429372344575,0.17,0.41
-23.14,1.73,0.09,11.31,11532,0.92,10.29,160.2,-21.419663403159,0.03,0.04
-20.31,0.76,-0.26,9.84,5754,0.47,9.54,80.4,-19.541288250630096,0.15,0.15
-18.5,0.31,-1.14,8.96,4204,0.22,9.83,58.1,-17.248061780218777,0.07,0.1
-19.63,0.48,-0.82,9.57,5094,0.35,9.38,56.5,-19.34667828673249,0.34,0.51
-21.6,1.29,-0.07,10.47,5177,0.68,9.87,70.4,-20.062035902274417,0.06,0.13
-20.52,0.89,-0.43,9.95,5437,0.51,9.34,57.0,-19.37643788240281,0.2,0.47
-22.3,1.5,-0.11,10.79,12312,0.78,10.18,171.3,-20.944189272936597,0.05,0.06
-20.16,0.8,-0.58,9.76,5295,0.46,9.63,73.8,-19.016437882402812,0.09,0.1
-19.74,0.67,-1.16,9.62,4551,0.41,8.98,63.0,-18.17515392283376,0.04,0.08
-20.05,0.88,-0.72,9.66,5756,0.46,9.88,80.6,-18.367638816893937,0.04,0.07
-20.13,0.75,-0.14,9.67,6833,0.43,10.04,93.1,-19.512849805171186,0.18,0.17
-20.41,0.8,-0.05,9.86,4851,0.47,10.02,67.3,-19.792849805171187,0.18,0.18
-21.11,1.19,0.68,9.64,6773,0.58,10.24,92.2,-20.322973150399914,0.14,0.14
-21.77,1.3,-1.2,10.64,5013,0.71,8.9,51.3,-20.126199992708013,0.17,0.43
-20.58,0.97,-0.34,9.89,5338,0.53,9.41,70.4,-19.138466589240014,0.07,0.13
-19.9,0.75,-0.84,9.52,5656,0.42,9.69,79.0,-18.788285446846384,0.09,0.1
-18.87,0.48,-3.16,9.14,1151,0.27,9.31,11.3,-17.58794093392834,0.19,0.45
-18.99,0.38,-0.57,9.21,4738,0.27,9.46,84.3,-18.576213903806064,0.3,0.49
-22.81,1.58,0.81,11.08,13892,0.86,10.49,193.9,-21.326682886805663,0.04,0.04
-21.06,1.16,-0.22,10.07,9967,0.6,10.04,137.8,-19.632551133535653,0.05,0.05
-21.43,1.26,-0.57,10.35,14085,0.66,10.05,196.7,-19.734916143125258,0.03,0.03
-19.83,0.72,-0.57,9.5,1162,0.41,8.43,15.7,-18.833059700106578,0.09,0.1
-22.15,1.26,-0.24,10.77,12174,0.71,10.2,169.4,-21.572220697591533,0.19,0.18
-22.58,1.45,0.45,10.78,10258,0.79,10.27,142.0,-21.756740632143497,0.13,0.13
-22.78,1.54,0.93,10.99,11308,0.84,10.62,157.0,-21.636437882402813,0.08,0.08
-20.36,0.86,-0.68,9.9,4634,0.5,9.2,64.3,-18.768557927321122,0.04,0.08
-22.29,1.4,-0.1,10.81,10230,0.77,10.2,141.6,-21.14643788240281,0.08,0.08
-21.45,1.18,-0.65,10.46,4786,0.66,9.44,70.3,-19.966682886805664,0.06,0.13
-21.16,1.06,0.01,10.23,4899,0.6,9.85,71.7,-20.113224162854536,0.11,0.16
-19.26,0.58,-1.14,9.18,5524,0.32,9.76,80.9,-18.4367406321435,0.21,0.44
-19.74,0.72,-0.8,9.48,4806,0.41,9.43,66.6,-18.21558607094776,0.05,0.08
-20.68,0.97,-0.52,9.94,12020,0.53,10.04,167.2,-19.53643788240281,0.08,0.08
-17.23,0.0,-0.57,8.54,2347,0.03,9.22,31.9,-15.918178677662546,0.08,0.16
-21.69,1.2,-0.09,10.66,5599,0.69,9.51,70.3,-20.262551133535656,0.07,0.14
-18.65,0.35,-1.17,9.05,5524,0.24,9.63,84.0,-17.50643788240281,0.19,0.44
-23.43,1.84,-0.02,11.26,11660,0.94,10.67,162.0,-22.103429372344575,0.06,0.06
-20.65,0.77,-0.34,10.11,4202,0.5,9.76,68.2,-20.173449100978374,0.28,0.49
-20.03,0.73,-0.87,9.59,4836,0.42,9.45,47.2,-19.492221550957638,0.26,0.45
-22.07,1.4,0.93,10.51,10189,0.73,10.3,141.1,-21.00683066148914,0.09,0.09
-22.05,1.33,0.43,10.75,5470,0.75,9.27,73.7,-20.55290874727824,0.06,0.13
-16.15,0.0,-1.81,8.02,2419,0.0,8.28,29.1,-15.4559206585043,0.23,0.44
-21.84,1.12,0.1,10.82,4965,0.69,9.81,56.8,-20.893908910699388,0.21,0.45
-17.98,0.14,-1.65,8.78,5086,0.14,9.15,70.8,-16.56671547737485,0.06,0.08
-21.91,1.2,-0.88,10.66,6158,0.69,9.53,88.3,-21.104791252077217,0.22,0.45
-22.08,1.3,0.05,10.7,11904,0.72,10.18,165.7,-21.203357820967074,0.12,0.12
-21.88,1.25,1.31,10.62,10232,0.71,9.83,141.7,-20.643259395409732,0.07,0.07
-22.09,1.47,0.19,10.69,12708,0.75,10.13,177.1,-20.620533337744703,0.04,0.05
-21.38,1.18,-0.46,10.37,5192,0.65,10.15,70.2,-19.938466589240015,0.18,0.43
-22.41,1.57,-0.61,10.77,14122,0.79,10.2,197.3,-21.203934626889268,0.07,0.07
-21.09,1.12,-0.29,10.13,6835,0.6,9.59,93.5,-19.748766573713578,0.06,0.08
-21.64,1.3,0.29,10.38,6884,0.69,9.9,93.9,-20.061820557895356,0.04,0.06
-19.34,0.6,-0.82,9.32,5144,0.35,9.08,71.5,-17.735365284569014,0.04,0.07
-21.68,1.08,-0.69,10.74,6360,0.67,9.41,86.4,-20.63322416285454,0.1,0.11
-20.3,0.76,-0.45,9.8,5575,0.45,9.38,64.3,-19.762221550957637,0.27,0.48
-19.7,0.67,-0.83,9.56,5272,0.4,9.05,73.4,-18.095365284569013,0.04,0.07
-21.65,1.31,0.28,10.41,9423,0.68,10.24,130.2,-20.265287216933906,0.05,0.06
-19.81,0.57,-0.57,9.6,5242,0.37,9.7,79.8,-19.571724550489186,0.36,0.51
-23.21,1.81,0.91,11.0,14296,0.91,10.45,199.8,-21.854189272936598,0.05,0.05
-23.05,1.75,0.55,10.99,17345,0.89,10.43,243.4,-21.59446095036834,0.04,0.04
-22.0,1.16,0.58,10.81,12913,0.72,10.24,180.1,-20.87231095159946,0.08,0.08
-21.69,1.16,-0.57,10.5,8816,0.65,10.3,121.5,-21.072849805171188,0.18,0.18
-19.21,0.51,-0.57,9.32,5049,0.31,9.21,70.2,-18.298392216030226,0.12,0.13
-22.38,1.51,0.08,10.86,9561,0.79,9.79,132.1,-20.952551133535653,0.05,0.05
-21.02,1.15,0.17,10.1,4877,0.6,9.48,68.7,-19.337638816893936,0.06,0.13
-21.49,1.12,0.48,10.57,2373,0.66,9.79,41.3,-20.19301551646208,0.18,0.44
-21.03,1.06,-0.85,10.2,2133,0.59,9.2,34.0,-19.718178677662547,0.12,0.28
-20.65,0.98,-0.44,9.9,5799,0.54,9.55,81.0,-19.139210082866676,0.04,0.07
-21.07,1.03,0.62,10.32,4171,0.61,9.17,57.4,-19.465365284569014,0.04,0.09
-21.44,1.14,-1.83,10.5,2333,0.66,8.69,32.2,-19.98446095036834,0.13,0.3
-22.31,1.31,0.19,10.86,10288,0.75,9.7,142.8,-21.541288250630096,0.15,0.14
-16.69,0.0,-2.37,8.01,2159,0.0,9.08,29.3,-15.206682886805666,0.08,0.18
-22.36,1.41,0.19,10.9,7044,0.79,9.83,96.5,-21.018766573713577,0.06,0.07
-22.29,1.51,0.96,10.67,15143,0.78,10.59,212.2,-20.779210082866676,0.04,0.04
-20.05,0.79,-0.57,9.67,5425,0.45,9.19,74.5,-18.67969647872578,0.07,0.13
-18.21,0.13,-0.89,8.95,5085,0.16,9.32,70.7,-17.88242934398399,0.27,0.26
-21.68,1.06,-0.21,10.5,9636,0.64,9.67,133.5,-21.203449100978375,0.22,0.21
-21.95,1.12,-0.55,10.95,4310,0.72,8.72,68.7,-20.838285446846385,0.1,0.15
-17.55,0.0,-3.01,8.72,2330,0.08,9.03,31.6,-16.390664959419652,0.1,0.17
-17.61,0.08,-2.4,8.5,2496,0.09,9.22,33.8,-16.56322416285454,0.11,0.17
-21.75,1.16,-0.77,10.75,9039,0.7,9.41,124.9,-20.266682886805665,0.04,0.07
-19.27,0.5,-1.35,9.3,5349,0.32,9.18,74.1,-18.482973150399914,0.22,0.45
-19.06,0.26,-0.32,9.64,14245,0.31,10.16,199.0,-17.468557927321122,0.03,0.03
-17.11,0.0,-1.44,8.43,2437,0.02,8.8,33.1,-15.858061780218776,0.09,0.16
-20.93,1.05,-0.65,10.02,8512,0.57,9.85,117.2,-19.83436267267211,0.09,0.09
-20.89,0.97,-0.35,10.03,4972,0.54,9.79,52.7,-20.23408933883127,0.24,0.46
-19.83,0.72,-0.57,9.5,645,0.41,8.51,9.0,-18.702310951599458,0.09,0.1
-20.53,0.92,-0.57,9.93,5233,0.52,9.8,72.8,-19.046682886805666,0.05,0.07
-19.04,0.48,-1.05,9.11,3798,0.29,9.28,44.5,-18.163357820967075,0.22,0.46
-19.78,0.62,-0.78,9.56,2248,0.39,8.92,31.9,-19.085920658504303,0.24,0.45
-20.83,1.12,-0.21,9.92,8977,0.57,9.74,123.8,-19.12225788823389,0.03,0.05
-21.06,1.13,-0.32,10.06,9866,0.59,9.98,136.6,-19.79295599407887,0.06,0.07
-21.72,1.27,0.2,10.4,9211,0.68,10.15,127.2,-20.706337229729588,0.1,0.1
-21.11,0.87,0.55,10.43,2518,0.57,9.96,48.1,-20.492849805171186,0.25,0.48
-21.99,1.3,-0.61,10.68,8309,0.72,9.84,114.3,-20.910543958936152,0.09,0.1
-22.06,1.33,-0.96,10.8,11447,0.75,10.12,159.2,-20.632551133535653,0.05,0.05
-22.44,1.42,-1.32,11.01,2270,0.81,9.58,30.8,-20.942908747278242,0.07,0.16
-21.25,1.0,-0.78,10.31,2517,0.59,9.09,41.5,-20.555920658504302,0.23,0.43
-21.09,0.0,-0.03,10.8,6346,0.61,9.73,86.2,-19.565586070947763,0.04,0.07
-22.23,1.36,1.21,10.77,10525,0.76,9.64,146.3,-21.10231095159946,0.08,0.09
-20.59,0.89,0.26,10.0,5140,0.52,9.51,68.6,-19.52683066148914,0.11,0.16
-19.79,0.72,-1.91,9.43,2380,0.39,9.45,21.9,-19.172849805171186,0.25,0.47
-22.56,1.5,-0.55,10.95,11239,0.81,9.67,156.2,-21.27794093392834,0.06,0.06
-21.3,1.18,0.09,10.05,9362,0.61,9.98,129.4,-20.494791252077217,0.14,0.13
-22.42,1.39,-0.67,10.9,5372,0.78,9.14,68.6,-21.308285446846387,0.1,0.15
-21.48,1.11,-0.56,10.33,11235,0.62,10.31,156.1,-20.902220697591535,0.19,0.18
-21.28,1.16,0.11,10.19,6006,0.62,9.84,68.6,-20.136437882402813,0.09,0.15
-22.25,1.39,-0.34,10.85,10257,0.77,9.66,142.1,-20.96794093392834,0.06,0.07
-22.61,1.46,-0.03,11.03,10457,0.81,9.94,145.3,-21.48231095159946,0.08,0.08
-23.05,1.63,-0.2,11.23,11163,0.89,10.31,155.0,-21.566682886805665,0.04,0.04
-20.59,0.93,-0.37,9.98,4743,0.53,9.14,70.6,-19.148466589240016,0.07,0.14
-20.93,1.1,-0.23,9.97,6987,0.57,9.89,95.8,-19.678061780218776,0.07,0.08
-19.83,0.72,-1.92,9.5,2725,0.41,9.09,37.1,-18.402551133535653,0.09,0.1
-17.25,0.0,-1.2,8.47,2335,0.04,9.13,31.7,-15.766682886805665,0.07,0.16
-22.62,1.54,0.02,10.96,14811,0.81,10.39,207.2,-21.49231095159946,0.08,0.08
-22.6,1.41,0.0,10.92,4856,0.78,10.01,88.3,-21.905920658504304,0.24,0.46
-19.8,0.75,-1.75,9.66,2471,0.41,9.59,25.7,-18.34446095036834,0.18,0.43
-17.89,0.14,-2.83,8.64,4916,0.12,9.42,68.0,-17.272849805171187,0.18,0.18
-19.35,0.48,-1.19,9.51,2395,0.34,8.59,37.7,-18.206437882402813,0.19,0.43
-20.84,0.83,-0.31,10.26,5529,0.55,8.95,77.1,-19.87684399802339,0.11,0.12
-19.84,0.66,-0.75,9.46,5048,0.39,9.88,74.8,-19.384196108015114,0.29,0.51
-16.38,0.0,-1.32,8.33,2143,0.0,9.29,29.0,-15.053429372344572,0.09,0.18
-17.84,0.11,-2.05,8.66,2420,0.11,9.21,32.8,-17.342872853137088,0.27,0.46
-21.18,0.95,-0.31,10.3,8320,0.58,9.8,114.5,-20.622141121714474,0.2,0.19
-22.36,1.36,-0.43,11.02,5023,0.79,10.03,72.8,-20.98969647872578,0.07,0.14
-19.98,0.69,-0.54,9.53,2735,0.41,9.74,58.1,-19.48287285313709,0.27,0.46
-21.09,1.01,-0.75,10.41,2163,0.58,9.7,29.3,-20.178392216030225,0.14,0.21
-20.78,0.78,-0.75,10.32,2731,0.52,8.63,34.7,-20.28287285313709,0.28,0.49
-16.73,0.0,-1.31,8.01,4734,0.0,9.22,65.6,-16.424455918189377,0.29,0.28
-19.94,0.7,-0.65,9.71,4894,0.43,9.05,55.5,-18.764990926885663,0.18,0.42
-20.98,1.07,-0.42,10.09,6370,0.59,9.87,86.6,-19.48290874727824,0.04,0.06
-21.32,0.81,-0.12,10.85,4761,0.61,10.1,68.6,-20.532973150399915,0.15,0.19
-20.65,0.93,-0.35,9.99,6122,0.53,9.39,85.6,-19.47499092688566,0.08,0.09
-20.91,0.81,-0.66,10.45,2358,0.55,8.98,31.8,-20.05102573902481,0.21,0.44
-21.7,1.16,-0.66,10.61,6577,0.67,10.16,89.6,-20.71989478055994,0.11,0.11
-23.13,1.57,0.47,11.09,11090,0.86,10.34,154.0,-22.4359206585043,0.16,0.15
-21.38,1.07,-0.12,10.43,4653,0.62,9.62,56.2,-20.521025739024807,0.22,0.46
-18.04,0.19,-0.57,8.76,2787,0.15,9.4,40.5,-16.880664959419647,0.19,0.45
-17.49,0.0,-1.7,8.58,2533,0.07,9.19,34.4,-15.898557927321121,0.07,0.15
-15.67,0.0,-2.8,7.57,2901,0.0,9.48,39.5,-14.758392216030227,0.13,0.17
-20.78,0.94,-0.41,10.03,8287,0.54,9.93,114.0,-19.83390891069939,0.11,0.12
-18.32,0.27,-1.41,8.75,5106,0.18,9.64,71.0,-17.702849805171187,0.18,0.18
-20.15,0.36,-0.46,10.71,4134,0.46,9.52,56.8,-18.943934626889266,0.08,0.11
-21.24,1.17,0.23,10.07,5814,0.61,9.64,80.0,-20.128285446846384,0.1,0.14
-16.15,0.0,-0.57,7.9,1923,0.0,8.76,26.0,-15.136337229729588,0.13,0.21
-22.26,1.34,-0.91,10.89,5191,0.76,9.93,62.5,-21.19683066148914,0.21,0.47
-17.71,0.22,-0.57,8.32,2130,0.1,8.81,28.8,-16.519414552509073,0.1,0.19
-18.07,0.19,-1.4,8.77,5443,0.16,9.06,75.8,-16.491820557895355,0.05,0.08
-17.21,0.0,-1.58,8.55,2181,0.03,8.54,29.5,-16.00393462688927,0.09,0.17
